Structure Position, Actual Response
Line A: Structure Position, Actual Response - Global RX (SHIP) [°]
Line B: Structure Position, Actual Response - Global RY (SHIP) [°]
Line C: Structure Position, Actual Response - Global RZ (SHIP) [°]

*Time (s),Line A (°),Line B (°),Line C (°)
31.5,9.34879207611084,5.01434755325317,-0.100379966199398
32,9.37339782714844,4.73692274093628,-0.112361535429955
32.5,9.36158466339111,4.40550088882446,-0.121031299233437
33,9.313157081604,4.05991268157959,-0.125624358654022
33.5,9.2324390411377,3.74494743347168,-0.125909328460693
34,9.12756443023682,3.50408697128296,-0.122329875826836
34.5,9.00924873352051,3.37394571304321,-0.115905657410622
35,8.88952732086182,3.37974762916565,-0.108094468712807
35.5,8.78058624267578,3.53188967704773,-0.100696176290512
36,8.69379138946533,3.82384419441223,-9.55725386738777E-02
36.5,8.63875293731689,4.23174619674683,-9.43405106663704E-02
37,8.62233734130859,4.71582508087158,-9.80814769864082E-02
37.5,8.64761543273926,5.22378921508789,-0.107104063034058
38,8.71295547485352,5.69620561599732,-0.121031954884529
38.5,8.81161212921143,6.0733814239502,-0.139120846986771
39,8.93208885192871,6.30280542373657,-0.160511136054993
39.5,9.05961894989014,6.34623527526855,-0.184337437152863
40,9.17843818664551,6.18554353713989,-0.209627360105515
40.5,9.27390384674072,5.82618236541748,-0.235112830996513
41,9.33400917053223,5.29728698730469,-0.258950769901276
41.5,9.35074520111084,4.64880847930908,-0.278580754995346
42,9.32148933410645,3.94601082801819,-0.291318535804749
42.5,9.24978637695313,3.26209044456482,-0.295668959617615
43,9.14402294158936,2.67070603370667,-0.29166641831398
43.5,9.01544952392578,2.23903155326843,-0.280559211969376
44,8.87678813934326,2.02113485336304,-0.264569222927094
