Structure Position, Actual Response
Line A: Structure Position, Actual Response - Global RX (SHIP) [°]
Line B: Structure Position, Actual Response - Global RY (SHIP) [°]
Line C: Structure Position, Actual Response - Global RZ (SHIP) [°]

*Time (s),Line A (°),Line B (°),Line C (°)
14.5,9.27391719818115,-0.220917910337448,-0.147161185741425
15,9.23636150360107,-0.322656720876694,-0.153414115309715
15.5,9.20289325714111,-0.385558992624283,-0.156909465789795
16,9.17657566070557,-0.406068980693817,-0.158280998468399
16.5,9.15957260131836,-0.383972197771072,-0.158617958426476
17,9.15304946899414,-0.32221582531929,-0.159230560064316
17.5,9.15721035003662,-0.226697951555252,-0.161391332745552
18,9.17142105102539,-0.106023676693439,-0.16612084209919
18.5,9.19437217712402,2.88426745682955E-02,-0.17406091094017
19,9.22424602508545,0.165057837963104,-0.185350373387337
19.5,9.25881290435791,0.288594216108322,-0.199595168232918
20,9.29548168182373,0.385321766138077,-0.215923085808754
20.5,9.3314037322998,0.442707151174545,-0.233188927173615
21,9.36371517181397,0.451876729726791,-0.250158607959747
21.5,9.38996696472168,0.409059047698975,-0.265678912401199
22,9.40840339660645,0.315953582525253,-0.278814822435379
22.5,9.4180965423584,0.179418295621872,-0.288908451795578
23,9.41876697540283,1.12097533419728E-02,-0.295582234859467
23.5,9.41056251525879,-0.17239274084568,-0.298758953809738
24,9.39393043518066,-0.351691633462906,-0.298734098672867
24.5,9.36962604522705,-0.505450546741486,-0.296196550130844
25,9.33878612518311,-0.613315403461456,-0.292110025882721
25.5,9.30305004119873,-0.658485412597656,-0.287593483924866
26,9.26459407806396,-0.630105078220367,-0.283775568008423
26.5,9.22612190246582,-0.524963319301605,-0.281737804412842
27,9.19076251983643,-0.348328053951263,-0.282471746206284
27.5,9.16189956665039,-0.114017121493816,-0.286789298057556
28,9.14288806915283,0.156172826886177,-0.295187920331955
28.5,9.13661861419678,0.433740258216858,-0.307746142148972
29,9.1450138092041,0.685760021209717,-0.324061036109924
29.5,9.16844463348389,0.878392457962036,-0.343328267335892
30,9.20533847808838,0.9814572930336,-0.3644939661026
30.5,9.2521800994873,0.97317773103714,-0.386295199394226
31,9.3038272857666,0.843963325023651,-0.40731492638588
31.5,9.35416316986084,0.598772883415222,-0.42606383562088
32,9.39691257476807,0.258075654506683,-0.441040426492691
32.5,9.42655086517334,-0.143280193209648,-0.450935125350952
33,9.43900680541992,-0.559726655483246,-0.454853028059006
33.5,9.43210697174072,-0.940488994121551,-0.452539265155792
34,9.40561294555664,-1.23569416999817,-0.444449633359909
34.5,9.3610725402832,-1.40219676494598,-0.431772828102112
35,9.30166816711426,-1.40891349315643,-0.416359901428223
35.5,9.23223114013672,-1.24137604236603,-0.400588095188141
36,9.15927696228027,-0.904827952384949,-0.387146353721619
36.5,9.09073638916016,-0.425513505935669,-0.378595024347305
37,9.0351505279541,0.150310322642326,-0.376992344856262
37.5,9.0003604888916,0.760240435600281,-0.383467882871628
38,8.99191379547119,1.33255898952484,-0.398091197013855
38.5,9.01169300079346,1.79502856731415,-0.419992804527283
39,9.05731868743896,2.08418917655945,-0.447678923606873
39.5,9.12247180938721,2.15380549430847,-0.479220658540726
40,9.19808483123779,1.98135554790497,-0.512353122234344
40.5,9.27405548095703,1.5719199180603,-0.544452726840973
41,9.3410062789917,0.958656787872315,-0.57266366481781
41.5,9.3915319442749,0.199594095349312,-0.594225764274597
42,9.42075443267822,-0.628675818443298,-0.606898784637451
42.5,9.42609405517578,-1.43906629085541,-0.609313309192657
43,9.40661430358887,-2.14256072044373,-0.601225852966309
43.5,9.36246204376221,-2.65709018707275,-0.583618104457855
44,9.29495334625244,-2.91655135154724,-0.558660745620728
44.5,9.20722198486328,-2.87894368171692,-0.529559433460236
45,9.10501575469971,-2.53230261802673,-0.500135183334351
45.5,8.99706268310547,-1.8974415063858,-0.474246442317963
46,8.89456367492676,-1.02700710296631,-0.45513066649437
46.5,8.8098201751709,-8.55512858834118E-04,-0.444855868816376
47,8.75415992736816,1.08168911933899,-0.444178014993668
47.5,8.73592376708984,2.11173272132874,-0.45267117023468
48,8.75892448425293,2.98174524307251,-0.468989014625549
48.5,8.82178592681885,3.596107006073,-0.491196364164352
49,8.91825199127197,3.88028860092163,-0.517250418663025
49.5,9.03856468200684,3.78870940208435,-0.54511296749115
50,9.1714391708374,3.31172060966492,-0.572767913341522
50.5,9.3060474395752,2.48018407821655,-0.598385095596313
51,9.43308353424072,1.36498689651489,-0.620403110980988
51.5,9.54435920715332,7.08227679133415E-02,-0.637531101703644
52,9.63153743743896,-1.27472233772278,-0.648713290691376
52.5,9.68525791168213,-2.53505253791809,-0.653086125850677
53,9.69567394256592,-3.57955026626587,-0.650007426738739
53.5,9.65460014343262,-4.29797267913818,-0.639291942119598
54,9.55845832824707,-4.61249732971191,-0.621529161930084
54.5,9.41080760955811,-4.48592090606689,-0.598283410072327
55,9.22327995300293,-3.9252769947052,-0.572037994861603
55.5,9.01446628570557,-2.98091411590576,-0.545779287815094
56,8.80704784393311,-1.74117481708527,-0.522378921508789
56.5,8.62411499023438,-0.323389768600464,-0.503955662250519
57,8.48555088043213,1.13753855228424,-0.491439968347549
57.5,8.40528297424316,2.50173044204712,-0.484550476074219
58,8.38975238800049,3.63724660873413,-0.482168674468994
58.5,8.43788719177246,4.43266534805298,-0.482906758785248
59,8.5425329208374,4.80872964859009,-0.485667020082474
59.5,8.69290065765381,4.72777891159058,-0.489938825368881
60,8.87708473205566,4.19898366928101,-0.495689630508423
60.5,9.08344268798828,3.27786684036255,-0.503092050552368
61,9.3005256652832,2.05995869636536,-0.512192368507385
61.5,9.51593112945557,0.669881343841553,-0.522779047489166
62,9.71512413024902,-0.752183973789215,-0.534268438816071
62.5,9.88119220733643,-2.06492257118225,-0.545633912086487
63,9.99629878997803,-3.14024043083191,-0.55542653799057
63.5,10.0448751449585,-3.87689018249512,-0.562067568302155
64,10.0175170898438,-4.21194934844971,-0.564376771450043
64.5,9.91400051116943,-4.12777471542358,-0.562084317207336
65,9.74377918243408,-3.65235185623169,-0.556002080440521
65.5,9.52389526367188,-2.85289335250854,-0.547692358493805
66,9.27549648284912,-1.82514655590057,-0.538826763629913
66.5,9.02028942108154,-0.681243062019348,-0.530650317668915
67,8.77789783477783,0.462365329265595,-0.523647129535675
67.5,8.56450176239014,1.49618065357208,-0.517543315887451
68,8.39259815216064,2.32754182815552,-0.511562407016754
68.5,8.27150440216064,2.88840389251709,-0.50471830368042
69,8.20801639556885,3.14051103591919,-0.496182680130005
69.5,8.20680332183838,3.07772064208984,-0.485565096139908
70,8.2702169418335,2.72542572021484,-0.473075717687607
70.5,8.39756679534912,2.1370644569397,-0.459618896245956
71,8.58410453796387,1.38781452178955,-0.446743309497833
71.5,8.82016468048096,0.565949082374573,-0.436368852853775
72,9.09095668792725,-0.237156927585602,-0.430450528860092
72.5,9.37731266021729,-0.937265872955322,-0.430441200733185
73,9.65745258331299,-1.4666999578476,-0.436924636363983
73.5,9.90933799743652,-1.78165364265442,-0.44943568110466
74,10.1131258010864,-1.86608195304871,-0.466635048389435
74.5,10.2530612945557,-1.73148632049561,-0.486623018980026
75,10.3185539245605,-1.41304159164429,-0.507405281066895
75.5,10.3046083450317,-0.963495552539826,-0.52721244096756
76,10.2118587493896,-0.446290016174316,-0.544650912284851
76.5,10.046238899231,7.14562311768532E-02,-0.558792591094971
77,9.81856441497803,0.526004195213318,-0.56910628080368
77.5,9.54397964477539,0.8637415766716,-0.575412094593048
78,9.24125480651855,1.04697465896606,-0.577753365039825
78.5,8.93166828155518,1.05810594558716,-0.576348960399628
79,8.63748073577881,0.901633322238922,-0.571550905704498
79.5,8.38003063201904,0.603334486484528,-0.563899755477905
80,8.17779922485352,0.206538289785385,-0.55413031578064
80.5,8.04476547241211,-0.233717203140259,-0.543181300163269
81,7.98943901062012,-0.657761573791504,-0.532117128372192
81.5,8.01467609405518,-1.0087114572525,-0.522034585475922
82,8.11814403533936,-1.23917603492737,-0.513751566410065
82.5,8.29305744171143,-1.31640720367432,-0.507577836513519
83,8.52894496917725,-1.22549629211426,-0.503268659114838
83.5,8.81235504150391,-0.970700442790985,-0.500096261501312
84,9.1274585723877,-0.574964702129364,-0.497144937515259
84.5,9.45657730102539,-7.77725204825401E-02,-0.49368491768837
85,9.78064823150635,0.468440860509872,-0.489483594894409
85.5,10.0797452926636,1.0033997297287,-0.484964787960053
86,10.3338508605957,1.46567332744598,-0.481189221143723
86.5,10.5241937637329,1.80019652843475,-0.479684829711914
87,10.6350765228271,1.96504950523376,-0.482100784778595
87.5,10.6558094024658,1.93625664710999,-0.489717900753021
88,10.5822038650513,1.71019673347473,-0.50294554233551
88.5,10.4172763824463,1.30359268188477,-0.521048069000244
89,10.1710596084595,0.7514528632164,-0.542147517204285
89.5,9.8596887588501,0.103501088917255,-0.563606142997742
90,9.50399684906006,-0.580648481845856,-0.582568168640137
90.5,9.1278018951416,-1.23736715316772,-0.596569120883942
91,8.75612545013428,-1.80538296699524,-0.60401052236557
91.5,8.41339683532715,-2.23169350624084,-0.604308009147644
92,8.12186813354492,-2.47619700431824,-0.597843170166016
92.5,7.90026235580444,-2.51473236083984,-0.585728228092194
93,7.76282596588135,-2.34067964553833,-0.569484293460846
93.5,7.71868515014648,-1.96531736850739,-0.55065643787384
94,7.77150440216064,-1.41699945926666,-0.530602633953094
94.5,7.91925525665283,-0.73894327878952,-0.510322868824005
95,8.15424537658691,1.43823875114322E-02,-0.490534573793411
95.5,8.46333408355713,0.781859993934631,-0.471895426511764
96,8.828537940979,1.50070571899414,-0.455344021320343
96.5,9.22789096832275,2.11130523681641,-0.442285776138306
97,9.63662719726563,2.56163024902344,-0.434603184461594
97.5,10.0285453796387,2.81116938591003,-0.434260219335556
98,10.3775701522827,2.83424425125122,-0.44277223944664
98.5,10.65944480896,2.62254118919373,-0.46068400144577
99,10.8535852432251,2.18685173988342,-0.487206727266312
99.5,10.9448566436768,1.5576696395874,-0.5200514793396
100,10.9250631332397,0.783818304538727,-0.555624127388
100.5,10.7936248779297,-7.12965801358223E-02,-0.589556038379669
101,10.5575218200684,-0.935136795043945,-0.617496192455292
101.5,10.2305555343628,-1.73226416110992,-0.635913729667664
102,9.83234596252441,-2.39095306396484,-0.642784118652344
102.5,9.38722801208496,-2.84988021850586,-0.637937843799591
103,8.92298984527588,-3.0642237663269,-0.62301504611969
103.5,8.46943855285645,-3.01044249534607,-0.601008534431458
104,8.056640625,-2.68920063972473,-0.575555741786957
104.5,7.71289300918579,-2.12599396705627,-0.550106704235077
105,7.46262454986572,-1.36918127536774,-0.527297794818878
105.5,7.32450819015503,-0.48551806807518,-0.508613646030426
106,7.30997657775879,0.446165382862091,-0.494334310293198
106.5,7.4222846031189,1.3422771692276,-0.483868688344956
107,7.65612745285034,2.12196636199951,-0.476233184337616
107.5,7.99778366088867,2.71417355537415,-0.47057768702507
108,8.42582416534424,3.06378054618835,-0.46666818857193
108.5,8.91244220733643,3.13669323921204,-0.465027660131454
109,9.42542171478271,2.92366027832031,-0.466637343168259
109.5,9.93061637878418,2.44211339950562,-0.472205251455307
110,10.3943920135498,1.73508810997009,-0.4816033244133
110.5,10.7857217788696,0.867328405380249,-0.493500649929047
111,11.0777759552002,-8.04666355252266E-02,-0.505418181419373
111.5,11.2491140365601,-1.01860809326172,-0.514146745204926
112,11.2849340438843,-1.85656929016113,-0.516517460346222
112.5,11.1785011291504,-2.51194787025452,-0.510153651237488
113,10.9326620101929,-2.91914939880371,-0.494159162044525
113.5,10.5609226226807,-3.03666162490845,-0.469481855630875
114,10.0875234603882,-2.85192012786865,-0.438862025737762
114.5,9.54597568511963,-2.3830099105835,-0.406232684850693
115,8.97612190246582,-1.6769073009491,-0.375783652067184
115.5,8.42022323608398,-0.804587423801422,-0.350906521081924
116,7.9188666343689,0.146195217967033,-0.33343967795372
116.5,7.50740242004395,1.07958722114563,-0.323321938514709
117,7.21332788467407,1.90099835395813,-0.318853229284287
117.5,7.05476903915405,2.52655911445618,-0.317425400018692
118,7.04004907608032,2.89196252822876,-0.316412389278412
118.5,7.16809129714966,2.95947933197021,-0.313818037509918
119,7.42929410934448,2.72205901145935,-0.308728784322739
119.5,7.80656576156616,2.20406675338745,-0.301274329423904
120,8.27631092071533,1.45888352394104,-0.292298048734665
120.5,8.80927562713623,0.563734114170074,-0.282901704311371
121,9.37136840820313,-0.387917429208755,-0.273862719535828
121.5,9.92491436004639,-1.29579699039459,-0.265257775783539
122,10.4307136535645,-2.06323289871216,-0.256303131580353
122.5,10.8511400222778,-2.60762023925781,-0.245597973465919
123,11.1540184020996,-2.86985397338867,-0.231690481305122
123.5,11.31653881073,-2.82145118713379,-0.213897317647934
124,11.3281221389771,-2.46812510490417,-0.19286622107029
124.5,11.1913938522339,-1.84906816482544,-0.170628234744072
125,10.9210090637207,-1.03210246562958,-0.150090873241425
125.5,10.5408363342285,-0.105684332549572,-0.134230434894562
126,10.0805253982544,0.831035673618317,-0.125247702002525
126.5,9.57238388061523,1.67895817756653,-0.123998738825321
127,9.04919528961182,2.34949898719788,-0.129805639386177
127.5,8.54292964935303,2.77364301681519,-0.140581667423248
128,8.08390045166016,2.9086127281189,-0.153446316719055
128.5,7.69987726211548,2.74162364006042,-0.16541288793087
129,7.4148211479187,2.29071521759033,-0.174073815345764
129.5,7.24729871749878,1.60287034511566,-0.178105503320694
130,7.20884037017822,0.749561369419098,-0.17749135196209
130.5,7.30253171920776,-0.180255636572838,-0.173416271805763
131,7.52215814590454,-1.08933389186859,-0.167834162712097
131.5,7.85217618942261,-1.88253927230835,-0.162871390581131
132,8.2686939239502,-2.47716474533081,-0.160131111741066
132.5,8.74152565002441,-2.81190776824951,-0.160215422511101
133,9.23716163635254,-2.85355854034424,-0.162601858377457
133.5,9.72214889526367,-2.60056138038635,-0.165996432304382
134,10.1659517288208,-2.08276963233948,-0.168876305222511
134.5,10.5426998138428,-1.35732746124268,-0.17006479203701
135,10.8317203521729,-0.501581430435181,-0.169091627001762
135.5,11.0173845291138,0.395684272050858,-0.166296064853668
136,11.08909034729,1.24361145496368,-0.162672743201256
136.5,11.0418643951416,1.95842278003693,-0.159546479582787
137,10.8775386810303,2.47147965431213,-0.158161416649818
137.5,10.6059579849243,2.73541855812073,-0.159402430057526
138,10.2453651428223,2.72809529304504,-0.163603022694588
138.5,9.82131481170654,2.45425176620483,-0.170468851923943
139,9.36434268951416,1.94475078582764,-0.179124787449837
139.5,8.90685367584229,1.25312209129334,-0.188369035720825
140,8.48000812530518,0.449588716030121,-0.196986317634583
140.5,8.11111164093018,-0.386698246002197,-0.204107463359833
141,7.82189750671387,-1.17587244510651,-0.209412112832069
141.5,7.62761878967285,-1.84480381011963,-0.21307136118412
142,7.53682947158814,-2.33328175544739,-0.215515658259392
142.5,7.55158185958862,-2.59871339797974,-0.217083171010017
143,7.66794872283936,-2.61928606033325,-0.217710301280022
143.5,7.87672901153564,-2.39553380012512,-0.216823294758797
144,8.16426181793213,-1.95013320446014,-0.2134690284729
144.5,8.51325130462646,-1.32576298713684,-0.206483587622643
145,8.90347576141357,-0.581255257129669,-0.194910809397697
145.5,9.31252288818359,0.213559538125992,-0.178447932004929
146,9.71665096282959,0.984118938446045,-0.157811209559441
146.5,10.0919122695923,1.6581906080246,-0.134925171732903
147,10.4155502319336,2.17305278778076,-0.112755447626114
147.5,10.6675834655762,2.48193669319153,-9.47663858532906E-02
148,10.8323307037354,2.5587306022644,-8.40370059013367E-02
148.5,10.8995866775513,2.40017604827881,-8.25301334261894E-02
149,10.8652057647705,2.02535009384155,-9.05249267816544E-02
149.5,10.7311859130859,1.47287237644196,-0.106572434306145
150,10.5054235458374,0.796525835990906,-0.12787763774395
150.5,10.2012500762939,5.98600991070271E-02,-0.150933474302292
151,9.83685684204102,-0.669766783714294,-0.172278836369514
151.5,9.43443584442139,-1.3273811340332,-0.189157575368881
152,9.01892852783203,-1.8563117980957,-0.19992159307003
152.5,8.61649703979492,-2.21318292617798,-0.204168617725372
153,8.25279808044434,-2.37145662307739,-0.2025296241045
153.5,7.9512152671814,-2.32328987121582,-0.196329191327095
154,7.73120069503784,-2.0796480178833,-0.187061697244644
154.5,7.60683631896973,-1.66859149932861,-0.176045879721642
155,7.58571338653564,-1.13168609142303,-0.164204865694046
155.5,7.66840267181396,-0.518941044807434,-0.152071461081505
156,7.84864711761475,0.116753563284874,-0.139953210949898
156.5,8.11415195465088,0.724566400051117,-0.128155812621117
157,8.44776916503906,1.25942444801331,-0.117232725024223
157.5,8.82885932922363,1.68437802791595,-0.108043432235718
158,9.23462390899658,1.97196972370148,-0.101631917059422
158.5,9.64138698577881,2.1049370765686,-9.90315228700638E-02
159,10.0258493423462,2.07652854919434,-0.101060330867767
159.5,10.3663120269775,1.89072525501251,-0.108092300593853
160,10.6437177658081,1.56219816207886,-0.119960375130177
160.5,10.8423910140991,1.11551642417908,-0.135934114456177
161,10.9505777359009,0.583588182926178,-0.15473461151123
161.5,10.9607915878296,5.9300260618329E-03,-0.174638941884041
162,10.8700828552246,-0.572929322719574,-0.193641573190689
162.5,10.6805448532104,-1.10610389709473,-0.209822535514832
163,10.3998975753784,-1.54867136478424,-0.22171325981617
163.5,10.0418033599854,-1.8624302148819,-0.228554010391235
164,9.62582206726074,-2.02006983757019,-0.23047100007534
164.5,9.17683696746826,-2.00823545455933,-0.228267699480057
165,8.723708152771,-1.82920348644257,-0.223185956478119
165.5,8.29711437225342,-1.50096988677979,-0.21653687953949
166,7.92685747146606,-1.05555081367493,-0.20940600335598
166.5,7.6391134262085,-0.535579323768616,-0.202414005994797
167,7.45409727096558,1.03080114349723E-02,-0.195646658539772
167.5,7.38446998596192,0.53271895647049,-0.188763737678528
168,7.43467569351196,0.986847221851349,-0.18125356733799
168.5,7.60111522674561,1.33718073368073,-0.172775164246559
169,7.87292194366455,1.56069600582123,-0.163421422243118
169.5,8.23311042785645,1.64808535575867,-0.153882369399071
170,8.65981292724609,1.60317051410675,-0.145384132862091
170.5,9.12750816345215,1.44102418422699,-0.13938957452774
171,9.60824584960938,1.18530404567719,-0.137293130159378
171.5,10.0729560852051,0.865075409412384,-0.140071272850037
172,10.4929094314575,0.511466681957245,-0.148113608360291
172.5,10.8413505554199,0.154593706130981,-0.161169365048409
173,11.0951671600342,-0.179012387990952,-0.178441911935806
173.5,11.2365293502808,-0.468420475721359,-0.198665395379066
174,11.2542095184326,-0.699588775634766,-0.220310017466545
174.5,11.1445026397705,-0.865590751171112,-0.241728395223618
175,10.9116582870483,-0.965690493583679,-0.261359423398972
175.5,10.5679454803467,-1.00367116928101,-0.277881920337677
176,10.1332302093506,-0.986044883728027,-0.29038605093956
176.5,9.63401126861572,-0.920657455921173,-0.298394411802292
177,9.10180473327637,-0.815843462944031,-0.301828980445862
177.5,8.57101440429688,-0.67992889881134,-0.300991296768189
178,8.07644653320313,-0.520837068557739,-0.296427845954895
178.5,7.65082359313965,-0.345777004957199,-0.28884157538414
179,7.3225154876709,-0.161116659641266,-0.279077380895615
179.5,7.11368703842163,2.75257471948862E-02,-0.268054723739624
180,7.0389666557312,0.214979067444801,-0.256713211536407
180.5,7.10461044311523,0.396038323640823,-0.245993003249168
181,7.30817699432373,0.564944088459015,-0.236807495355606
181.5,7.63869142532349,0.71504670381546,-0.230065852403641
182,8.07719230651855,0.838722348213196,-0.226751804351807
182.5,8.5976037979126,0.927429795265198,-0.227972000837326
183,9.16793060302734,0.971979796886444,-0.234828099608421
183.5,9.75177383422852,0.963281095027923,-0.248131096363068
184,10.310284614563,0.893718659877777,-0.268053084611893
184.5,10.8046922683716,0.759091854095459,-0.293821632862091
185,11.1992635726929,0.560612797737122,-0.323577225208283
185.5,11.4644527435303,0.30608806014061,-0.354486674070358
186,11.5795974731445,9.78128332644701E-03,-0.383189857006073
186.5,11.5348844528198,-0.308765232563019,-0.406345784664154
187,11.3320980072021,-0.626132786273956,-0.421248733997345
187.5,10.9842777252197,-0.916285455226898,-0.426304519176483
188,10.5144863128662,-1.15232539176941,-0.421372085809708
188.5,9.95415687561035,-1.30916237831116,-0.407711565494537
189,9.3407735824585,-1.36652433872223,-0.387690454721451
189.5,8.71531772613525,-1.31179893016815,-0.364356726408005
190,8.11948013305664,-1.14227020740509,-0.340753465890884
190.5,7.59291744232178,-0.866247534751892,-0.319365620613098
191,7.17062616348267,-0.502819836139679,-0.301724284887314
191.5,6.88073253631592,-8.03307369351387E-02,-0.288280785083771
192,6.74280309677124,0.366166234016418,-0.278563678264618
192.5,6.7667670249939,0.798081815242767,-0.27160981297493
193,6.9524188041687,1.17665767669678,-0.266259104013443
193.5,7.28939819335937,1.46624147891998,-0.261513292789459
194,7.75766658782959,1.63738572597504,-0.25679486989975
194.5,8.32845306396484,1.66975796222687,-0.252001523971558
195,8.96575832366943,1.55465841293335,-0.247500047087669
195.5,9.62835693359375,1.29666900634766,-0.243946239352226
196,10.2722625732422,0.91395914554596,-0.24194011092186
196.5,10.8534278869629,0.437128901481628,-0.24170009791851
197,11.330605506897,-9.32834222912788E-02,-0.242777585983276
197.5,11.6682863235474,-0.630301535129547,-0.243977665901184
198,11.8396596908569,-1.1246589422226,-0.243489846587181
198.5,11.829345703125,-1.52936983108521,-0.23926953971386
199,11.6354417800903,-1.80444097518921,-0.229538112878799
199.5,11.270320892334,-1.92116355895996,-0.213291555643082
200,10.7598676681519,-1.8652446269989,-0.190667301416397
200.5,10.1411104202271,-1.6382999420166,-0.162898197770119
201,9.4586877822876,-1.25763440132141,-0.132095962762833
201.5,8.7609224319458,-0.754529774188995,-0.100792340934277
202,8.09599876403809,-0.171423628926277,-7.13887214660645E-02
202.5,7.50861740112305,0.441616386175156,-4.57048267126083E-02
203,7.03732824325562,1.03088104724884,-2.46863439679146E-02
203.5,6.71248531341553,1.54338991641998,-8.32105055451393E-03
204,6.55484533309937,1.93152666091919,4.19758167117834E-03
204.5,6.57472801208496,2.157550573349,1.40707772225142E-02
205,6.77157783508301,2.19718742370605,2.23305523395538E-02
205.5,7.13386535644531,2.04191017150879,2.93503012508154E-02
206,7.63924551010132,1.69982671737671,3.47808673977852E-02
206.5,8.25513553619385,1.1953672170639,3.78002487123013E-02
207,8.94002151489258,0.568087816238403,0.03774718567729
207.5,9.64576816558838,-0.129411265254021,3.48338596522808E-02
208,10.3210105895996,-0.83527410030365,3.07348780333996E-02
208.5,10.9153699874878,-1.48418402671814,2.86325477063656E-02
209,11.3840560913086,-2.01426458358765,0.032625537365675
209.5,11.6922206878662,-2.3737211227417,0.046658992767334
210,11.8181667327881,-2.52584362030029,0.073411300778389
210.5,11.7550106048584,-2.45212173461914,0.113385319709778
211,11.5107774734497,-2.15395641326904,0.164554193615913
211.5,11.1071157455444,-1.65299129486084,0.222688645124435
212,10.5768461227417,-0.989728331565857,0.282228380441666
212.5,9.96064281463623,-0.220326855778694,0.337581098079681
213,9.30335235595703,0.588277816772461,0.384363502264023
213.5,8.65048122406006,1.3644654750824,0.420234888792038
214,8.04514598846436,2.03856229782104,0.445204228162766
214.5,7.52575254440308,2.54929828643799,0.461279273033142
215,7.12424278259277,2.84939050674438,0.471688389778137
215.5,6.86483097076416,2.90969562530518,0.479868650436401
216,6.76291513442993,2.7215838432312,0.488683938980103
216.5,6.82427835464478,2.29753279685974,0.499924749135971
217,7.04454851150513,1.67025399208069,0.514272809028625
217.5,7.40910053253174,0.890644371509552,0.531519055366516
218,7.89354228973389,0.024538516998291,0.550992846488953
218.5,8.46483612060547,-0.852245569229126,0.572122633457184
219,9.08309268951416,-1.66067147254944,0.594846189022064
219.5,9.70416450500488,-2.32635021209717,0.619727611541748
220,10.2828960418701,-2.78719162940979,0.647797465324402
220.5,10.7769622802734,-2.99969029426575,0.68015843629837
221,11.1508255004883,-2.94330215454102,0.717426896095276
221.5,11.3792419433594,-2.62268733978271,0.759207606315613
222,11.4495868682861,-2.06747841835022,0.803922653198242
222.5,11.3624296188354,-1.32949328422546,0.84907740354538
223,11.1303453445435,-0.477653712034225,0.891862988471985
223.5,10.7754144668579,0.408869951963425,0.92982429265976
224,10.3262786865234,1.24851596355438,0.961482107639313
224.5,9.8154411315918,1.96520125865936,0.986621022224426
225,9.27715873718262,2.49529027938843,1.00629734992981
225.5,8.74584484100342,2.79304170608521,1.02246117591858
226,8.25466728210449,2.83431053161621,1.03747773170471
226.5,7.83413505554199,2.61859655380249,1.05355072021484
227,7.51058435440064,2.16943049430847,1.07223415374756
227.5,7.30455875396729,1.53288888931274,1.0940910577774
228,7.22920703887939,0.773754954338074,1.11852669715881
228.5,7.28898859024048,-3.07964533567429E-02,1.14387834072113
229,7.47879600524902,-0.799477815628052,1.16784358024597
229.5,7.78392457962036,-1.45598614215851,1.18819284439087
230,8.18101406097412,-1.93757736682892,1.20352613925934
230.5,8.64014148712158,-2.20193886756897,1.21379065513611
231,9.12775897979736,-2.2315080165863,1.22032272815704
231.5,9.60998630523682,-2.03478050231934,1.22547173500061
232,10.0554933547974,-1.64457416534424,1.2318412065506
232.5,10.437328338623,-1.11369657516479,1.24157798290253
233,10.7335901260376,-0.508484899997711,1.25599074363709
233.5,10.9275321960449,9.92306396365166E-02,1.27552318572998
234,11.0077323913574,0.641007959842682,1.30002522468567
234.5,10.9688940048218,1.06024301052094,1.32920050621033
235,10.8131370544434,1.31842935085297,1.36270797252655
235.5,10.5509252548218,1.39839887619019,1.40025639533997
236,10.2009305953979,1.30475497245789,1.44141709804535
236.5,9.78863620758057,1.06194949150085,1.48548901081085
237,9.34388732910156,0.710642218589783,1.53133702278137
237.5,8.89806079864502,0.302673846483231,1.57739961147308
238,8.4813871383667,-0.10509716719389,1.62175011634827
238.5,8.12085247039795,-0.457720965147018,1.66232597827911
239,7.83878707885742,-0.709231436252594,1.69727230072021
