Structure Position, Actual Response
Line A: Structure Position, Actual Response - Global RX (SHIP) [°]
Line B: Structure Position, Actual Response - Global RY (SHIP) [°]
Line C: Structure Position, Actual Response - Global RZ (SHIP) [°]

*Time (s),Line A (°),Line B (°),Line C (°)
47,8.69978427886963,3.23789978027344,-0.308326363563538
47.5,8.74180698394776,4.19995069503784,-0.317097842693329
48,8.82243537902832,5.02281427383423,-0.331854701042175
48.5,8.93363094329834,5.61542367935181,-0.351044684648514
49,9.06295680999756,5.90451812744141,-0.373131930828094
49.5,9.19552898406982,5.84262990951538,-0.396616399288177
50,9.31674575805664,5.41572856903076,-0.419915676116943
50.5,9.41504096984863,4.64874696731567,-0.441485643386841
51,9.48339939117432,3.60603761672974,-0.45984736084938
51.5,9.5188570022583,2.38583064079285,-0.473660439252853
52,9.52069282531738,1.1096522808075,-0.48179030418396
52.5,9.48875713348389,-9.13220122456551E-02,-0.483477979898453
53,9.42302894592285,-1.09105241298676,-0.478432565927505
53.5,9.32459259033203,-1.78283369541168,-0.467027634382248
54,9.19736766815186,-2.09117245674133,-0.450383633375168
54.5,9.04956817626953,-1.97980189323425,-0.430297881364822
55,8.8939323425293,-1.45503318309784,-0.4089475274086
55.5,8.74650096893311,-0.56453663110733,-0.388488471508026
56,8.62419605255127,0.607934296131134,-0.370623916387558
56.5,8.5419807434082,1.95105826854706,-0.356319010257721
57,8.51023960113525,3.33660578727722,-0.345698446035385
57.5,8.53289222717285,4.63122797012329,-0.338193148374558
58,8.60664939880371,5.70861434936523,-0.333006650209427
58.5,8.72173118591309,6.46156883239746,-0.329509973526001
59,8.86405467987061,6.8136134147644,-0.327613025903702
59.5,9.01853942871094,6.72871398925781,-0.327700167894363
60,9.17215347290039,6.21678256988525,-0.330262809991837
60.5,9.31541538238525,5.33319425582886,-0.335382878780365
61,9.44205856323242,4.17213678359985,-0.342605769634247
61.5,9.54739952087403,2.85521221160889,-0.351056158542633
62,9.62661933898926,1.51748025417328,-0.359698176383972
62.5,9.6739444732666,0.292919933795929,-0.367506891489029
63,9.68333339691162,-0.699422776699066,-0.373602569103241
63.5,9.65034770965576,-1.36780655384064,-0.377312302589417
64,9.5744686126709,-1.65751659870148,-0.378366082906723
64.5,9.46048355102539,-1.5561740398407,-0.376972645521164
65,9.31822395324707,-1.09315860271454,-0.373815923929214
65.5,9.16076564788818,-0.333320170640945,-0.369762510061264
66,9.00193214416504,0.632819890975952,-0.365495443344116
66.5,8.85405158996582,1.70007598400116,-0.361262798309326
67,8.72652149200439,2.75963115692139,-0.356831520795822
67.5,8.62540626525879,3.70955610275269,-0.351582735776901
68,8.55395984649658,4.46416091918945,-0.34478747844696
68.5,8.51374435424805,4.96135568618774,-0.335822492837906
69,8.50581836700439,5.16747188568115,-0.324368298053741
69.5,8.53141117095947,5.07936716079712,-0.310517728328705
70,8.5919189453125,4.7237663269043,-0.294791132211685
70.5,8.68810176849365,4.15377902984619,-0.278143435716629
71,8.81876564025879,3.44263577461243,-0.261928707361221
71.5,8.97954273223877,2.67513370513916,-0.247807994484901
72,9.16226387023926,1.93787384033203,-0.237468928098679
72.5,9.35523414611816,1.30944466590881,-0.232310101389885
73,9.54439163208008,0.851608395576477,-0.233018279075623
73.5,9.71495914459229,0.602652788162231,-0.239466294646263
74,9.85311126708984,0.574053227901459,-0.250726222991943
74.5,9.94726181030273,0.750935792922974,-0.265350908041
75,9.98885250091553,1.09585249423981,-0.281746953725815
75.5,9.97282218933105,1.55464851856232,-0.298412442207336
76,9.89783191680908,2.06322717666626,-0.314065784215927
76.5,9.76634502410889,2.55467700958252,-0.327725470066071
77,9.5847282409668,2.96650075912476,-0.338661015033722
77.5,9.36330127716064,3.2474524974823,-0.346387386322021
78,9.11621856689453,3.36330604553223,-0.350676149129868
78.5,8.8608570098877,3.30100274085999,-0.351474940776825
79,8.61659049987793,3.07059264183044,-0.348919868469238
79.5,8.4028959274292,2.70421981811523,-0.343238264322281
80,8.23721027374268,2.25192451477051,-0.334855824708939
80.5,8.13303470611572,1.77508246898651,-0.324357658624649
81,8.09872055053711,1.33830904960632,-0.312527120113373
81.5,8.137131690979,1.00110220909119,-0.300231873989105
82,8.24607372283936,0.810611665248871,-0.288158446550369
82.5,8.4190559387207,0.796336114406586,-0.276618748903275
83,8.64604091644287,0.967141032218933,-0.265462458133698
83.5,8.91406059265137,1.31056118011475,-0.254220485687256
84,9.20769214630127,1.79417955875397,-0.242360785603523
84.5,9.50949859619141,2.36880993843079,-0.229680001735687
85,9.80046653747559,2.97322344779968,-0.216558277606964
85.5,10.06067943573,3.5404224395752,-0.204109966754913
86,10.2704734802246,4.00531673431396,-0.194012656807899
86.5,10.4122543334961,4.3128399848938,-0.188284680247307
87,10.4726390838623,4.42474317550659,-0.188784718513489
87.5,10.4443330764771,4.32385301589966,-0.196689575910568
88,10.3271741867065,4.01546049118042,-0.21204686164856
88.5,10.1282119750977,3.52604794502258,-0.23357692360878
89,9.86091327667236,2.90011191368103,-0.258825957775116
89.5,9.54386615753174,2.19563889503479,-0.284658342599869
90,9.19911003112793,1.478431224823,-0.307897984981537
90.5,8.85042476654053,0.815535664558411,-0.325893610715866
91,8.52156639099121,0.268435209989548,-0.33693790435791
91.5,8.23463249206543,-0.1129015609622,-0.340305179357529
92,8.00863170623779,-0.294229656457901,-0.336125314235687
92.5,7.85837841033936,-0.259273171424866,-0.32514488697052
93,7.79378032684326,-1.03544248268008E-02,-0.308447122573853
93.5,7.8194522857666,0.432249158620834,-0.287243187427521
94,7.93458890914917,1.03214490413666,-0.2627192735672
94.5,8.13303661346436,1.73995721340179,-0.2359758913517
95,8.40351009368896,2.49770927429199,-0.208131805062294
95.5,8.73009872436523,3.24395442008972,-0.180527970194817
96,9.0930700302124,3.91883301734924,-0.154906615614891
96.5,9.46997451782227,4.46845865249634,-0.133492037653923
97,9.83681964874268,4.84842586517334,-0.11880012601614
97.5,10.1693286895752,5.02660226821899,-0.113131709396839
98,10.4443578720093,4.98537635803223,-0.11804686486721
98.5,10.6414632797241,4.72339773178101,-0.133875012397766
99,10.744647026062,4.25681591033936,-0.159482359886169
99.5,10.7440757751465,3.61954045295715,-0.19224414229393
100,10.6372842788696,2.86155414581299,-0.228393897414207
100.5,10.4296035766602,2.04503393173218,-0.263645589351654
101,10.1337060928345,1.23898458480835,-0.293951123952866
101.5,9.76849269866943,0.513293147087097,-0.316181033849716
102,9.35769081115723,-6.74775615334511E-02,-0.328650683164597
102.5,8.92825984954834,-0.450216561555862,-0.331305205821991
103,8.50868988037109,-0.598615944385529,-0.325527966022491
103.5,8.12722492218018,-0.497055768966675,-0.313642084598541
104,7.81002616882324,-0.152497380971909,-0.298246443271637
104.5,7.57937574386597,0.405913114547729,-0.281557023525238
105,7.45208835601807,1.12951827049255,-0.265076190233231
105.5,7.43825960159302,1.95475471019745,-0.249504327774048
106,7.54049062728882,2.80903553962708,-0.234886601567268
106.5,7.75359153747559,3.61719608306885,-0.220950096845627
107,8.0647439956665,4.30792999267578,-0.207447335124016
107.5,8.45408725738525,4.81972026824951,-0.194538444280624
108,8.89580631256104,5.10592317581177,-0.182978242635727
108.5,9.35975456237793,5.13896417617798,-0.174082159996033
109,9.81368160247803,4.91354751586914,-0.169258907437325
109.5,10.22585105896,4.44817113876343,-0.169357404112816
110,10.5675935745239,3.78406143188477,-0.174173250794411
110.5,10.8153057098389,2.98160481452942,-0.182291820645332
111,10.9517974853516,2.11517119407654,-0.191325038671494
111.5,10.9670944213867,1.2667396068573,-0.19848558306694
112,10.8589468002319,0.518233358860016,-0.201319202780724
112.5,10.6331748962402,-0.0568204857409,-0.198335930705071
113,10.3037910461426,-0.401159763336182,-0.18940095603466
113.5,9.89262866973877,-0.480095028877258,-0.175763070583344
114,9.4282398223877,-0.285391718149185,-0.159740403294563
114.5,8.94386005401611,0.163763210177422,-0.144069418311119
115,8.4746036529541,0.822721779346466,-0.131211593747139
115.5,8.05431652069092,1.62585031986237,-0.122628070414066
116,7.7125883102417,2.49289655685425,-0.118464179337025
116.5,7.47231245040894,3.33661556243896,-0.117522396147251
117,7.34806776046753,4.0711350440979,-0.11769000440836
117.5,7.34550666809082,4.62064552307129,-0.116674922406673
118,7.46164894104004,4.92763996124268,-0.112659811973572
118.5,7.68596076965332,4.95942640304565,-0.104732558131218
119,8.0018138885498,4.71189069747925,-9.29190367460251E-02
119.5,8.38803958892822,4.21013355255127,-7.79932141304016E-02
120,8.82023620605469,3.50614500045776,-6.10810220241547E-02
120.5,9.27174186706543,2.6737642288208,-4.32312749326229E-02
121,9.71444797515869,1.80112779140472,-2.51605119556189E-02
121.5,10.119833946228,0.981369078159332,-7.10337003692984E-03
122,10.4605684280396,0.302572160959244,1.11514804884791E-02
122.5,10.7128133773804,-0.161993607878685,2.99666747450829E-02
123,10.8587598800659,-0.362200617790222,4.94598262012005E-02
123.5,10.8888568878174,-0.276816427707672,6.91318660974503E-02
124,10.8029947280884,8.41767340898514E-02,8.76782909035683E-02
124.5,10.6102685928345,0.680996239185333,0.103197045624256
125,10.3273725509644,1.44883286952972,0.113662086427212
125.5,9.97614669799805,2.30519723892212,0.11745760589838
126,9.58096981048584,3.15893340110779,0.113898210227489
126.5,9.16669845581055,3.91997289657593,0.103515267372131
127,8.757399559021,4.50880336761475,8.80151987075806E-02
127.5,8.37579441070557,4.86452913284302,6.99501261115074E-02
128,8.0430383682251,4.95068454742432,0.05224609375
128.5,7.77828931808472,4.75844240188599,3.76197434961796E-02
129,7.59794521331787,4.30734062194824,2.81308554112911E-02
129.5,7.51447105407715,3.64365100860596,2.48732138425112E-02
130,7.53506326675415,2.83624982833862,2.78066378086805E-02
130.5,7.66044330596924,1.96983599662781,0.035872258245945
131,7.8840446472168,1.13590562343597,4.72653098404408E-02
131.5,8.19197082519531,0.422600835561752,5.99586814641953E-02
132,8.56383037567139,-9.51546356081963E-02,7.22177624702454E-02
132.5,8.97448444366455,-0.363877683877945,8.30507576465607E-02
133,9.39643669128418,-0.357194781303406,9.22600775957108E-02
133.5,9.80237007141113,-7.83750042319298E-02,0.100282147526741
134,10.1671848297119,0.4405896961689,0.107729755342007
134.5,10.4691705703735,1.14320135116577,0.114987559616566
135,10.6903715133667,1.95515751838684,0.121920555830002
135.5,10.8166780471802,2.79254817962646,0.127871513366699
136,10.8382968902588,3.57067823410034,0.131799936294556
136.5,10.7508335113525,4.21259212493896,0.132606565952301
137,10.5568056106567,4.65636777877808,0.129385352134705
137.5,10.2669200897217,4.86055755615234,0.12167014926672
138,9.90030765533447,4.80760145187378,0.109593138098717
138.5,9.48324108123779,4.50527906417847,9.39750224351883E-02
139,9.04662704467773,3.98596024513245,7.62837901711464E-02
139.5,8.62279891967773,3.303297996521,5.83121255040169E-02
140,8.24222278594971,2.52644491195679,0.041821651160717
140.5,7.93073749542236,1.73254442214966,2.81430706381798E-02
141,7.70775079727173,0.998729705810547,1.79878678172827E-02
141.5,7.5853443145752,0.394710928201675,1.14798350259662E-02
142,7.56818437576294,-2.33936458826065E-02,8.45634564757347E-03
142.5,7.65403747558594,-0.217675179243088,8.8147260248661E-03
143,7.83460426330566,-0.171515300869942,1.27048399299383E-02
143.5,8.09660148620605,0.108995497226715,2.06132587045431E-02
144,8.42287254333496,0.595527291297913,3.31805311143398E-02
144.5,8.79336261749268,1.24004936218262,5.09127005934715E-02
145,9.18588256835938,1.97940254211426,7.38828927278519E-02
145.5,9.57687664031982,2.74141359329224,0.101369015872478
146,9.94242763519287,3.45199418067932,0.131559029221535
146.5,10.25963306427,4.04265689849854,0.161567866802216
147,10.508225440979,4.4576735496521,0.187778756022453
147.5,10.6722593307495,4.65992498397827,0.206572324037552
148,10.7414407730103,4.6345100402832,0.215206205844879
148.5,10.7118310928345,4.38954401016235,0.212481096386909
149,10.5859146118164,3.95427441596985,0.199067622423172
149.5,10.3721055984497,3.37509107589722,0.177274346351624
150,10.0840339660645,2.71012806892395,0.150482296943665
150.5,9.73971939086914,2.02316284179688,0.12239945679903
151,9.36071968078613,1.3773992061615,9.63337868452072E-02
151.5,8.97101783752441,0.829540729522705,7.47676640748978E-02
152,8.59558868408203,0.424724608659744,5.91230057179928E-02
152.5,8.25874614715576,0.192889302968979,4.98276725411415E-02
153,7.98238658905029,0.146840840578079,4.65978384017944E-02
153.5,7.78438711166382,0.281981229782104,0.048730194568634
154,7.67723369598389,0.577613294124603,5.54510578513146E-02
154.5,7.6670708656311,0.999862968921661,6.60950541496277E-02
155,7.75327301025391,1.50615835189819,8.00764486193657E-02
155.5,7.92873287200928,2.05063080787659,9.67797338962555E-02
156,8.18077754974365,2.58910322189331,0.115393005311489
156.5,8.49247932434082,3.08269619941711,0.134808972477913
157,8.84412288665771,3.49969744682312,0.15357381105423
157.5,9.21455001831055,3.81598496437073,0.170058012008667
158,9.58224582672119,4.0147852897644,0.182701960206032
158.5,9.92625522613525,4.08624792098999,0.190284729003906
159,10.2271108627319,4.02728414535522,0.192038729786873
159.5,10.4677982330322,3.84200310707092,0.18774239718914
160,10.634560585022,3.54225754737854,0.177743434906006
160.5,10.7175369262695,3.1475145816803,0.16288498044014
161,10.7111196517944,2.68412137031555,0.144432738423347
161.5,10.6142168045044,2.18482899665833,0.123982392251492
162,10.4305448532104,1.68807232379913,0.103318765759468
162.5,10.1689615249634,1.23529732227325,0.084066741168499
163,9.84345245361328,0.866446256637573,6.74028396606445E-02
163.5,9.4726505279541,0.615047752857208,5.39697147905827E-02
164,9.07899761199951,0.503944396972656,4.38292659819126E-02
164.5,8.68754768371582,0.542473018169403,3.66636775434017E-02
165,8.32425975799561,0.725421607494354,3.20871137082577E-02
165.5,8.01394939422607,1.0336594581604,2.98182256519795E-02
166,7.7781343460083,1.43628764152527,2.98010390251875E-02
166.5,7.63311290740967,1.89402961730957,3.22243794798851E-02
167,7.58857917785645,2.36349296569824,3.74585539102554E-02
167.5,7.64696979522705,2.80201101303101,4.58611212670803E-02
168,7.80365753173828,3.17258214950562,5.75470179319382E-02
168.5,8.04779434204102,3.44794201850891,7.21434652805328E-02
169,8.36356163024902,3.61281800270081,8.87105539441109E-02
169.5,8.73152732849121,3.66410160064697,0.10578665137291
170,9.12982940673828,3.60932946205139,0.121578849852085
170.5,9.53524971008301,3.46423721313477,0.134249269962311
171,9.92416381835938,3.24999070167542,0.142304301261902
171.5,10.2735710144043,2.99035334587097,0.144743070006371
172,10.5622272491455,2.70915126800537,0.141134694218636
172.5,10.7718534469604,2.42823553085327,0.131576955318451
173,10.8883380889893,2.16591954231262,0.116625107824802
173.5,10.9027271270752,1.93586301803589,9.72197875380516E-02
174,10.8119134902954,1.74660217761993,7.45900347828865E-02
174.5,10.6190023422241,1.60202324390411,5.01639768481255E-02
175,10.3334159851074,1.50260007381439,2.54747495055199E-02
175.5,9.97069644927979,1.44685697555542,1.97457568719983E-03
176,9.55189800262451,1.43246030807495,-1.90832559019327E-02
176.5,9.10245418548584,1.45668601989746,-0.0366838760674
177,8.65058994293213,1.51646018028259,-5.00799678266048E-02
177.5,8.22537899017334,1.60832929611206,-5.87699487805367E-02
178,7.85468673706055,1.72846412658691,-0.062502883374691
178.5,7.56323003768921,1.87261211872101,-6.13266602158546E-02
179,7.37094449996948,2.03595018386841,-0.055644553154707
179.5,7.29170703887939,2.21290469169617,-4.61387410759926E-02
180,7.33246755599976,2.39704251289368,-3.37457731366158E-02
180.5,7.49281311035156,2.58106207847595,-1.95896420627832E-02
181,7.76491260528565,2.7569432258606,-4.95392316952348E-03
181.5,8.13388824462891,2.91626167297363,8.70907213538885E-03
182,8.57851791381836,3.05043029785156,1.97735913097858E-02
182.5,9.07214546203613,3.15068125724792,2.65167597681284E-02
183,9.58383560180664,3.20800065994263,2.73623783141375E-02
183.5,10.0798063278198,3.21343445777893,2.11957711726427E-02
184,10.5253620147705,3.15923070907593,7.64420162886381E-03
184.5,10.8874492645264,3.04086780548096,-1.26901622861624E-02
185,11.1376695632935,2.85910511016846,-3.81723307073116E-02
185.5,11.2551374435425,2.62099671363831,-6.63167759776115E-02
186,11.2287073135376,2.33952140808105,-9.42654088139534E-02
186.5,11.0581502914429,2.0324923992157,-0.1192367374897
187,10.7541170120239,1.72171521186829,-0.139047414064407
187.5,10.3371467590332,1.4322053194046,-0.152368575334549
188,9.8359546661377,1.19054782390594,-0.158974796533585
188.5,9.28517913818359,1.02229297161102,-0.15965373814106
189,8.72270965576172,0.948863685131073,-0.155941486358643
189.5,8.18697834014893,0.984442234039307,-0.149702802300453
190,7.71434020996094,1.13350665569305,-0.142638623714447
190.5,7.33668518066406,1.38963043689728,-0.135872468352318
191,7.07945966720581,1.73565316200256,-0.129788219928741
191.5,6.96013927459717,2.14503502845764,-0.124089278280735
192,6.98726511001587,2.58409929275513,-0.118036061525345
192.5,7.15999412536621,3.01487350463867,-0.110782735049725
193,7.46813726425171,3.39825415611267,-0.10163015127182
193.5,7.89262533187866,3.6973466873169,-9.02807042002678E-02
194,8.40644454956055,3.88089227676392,-0.076972022652626
194.5,8.97616577148438,3.92661786079407,-6.25284388661385E-02
195,9.5639762878418,3.82406878471375,-4.82132099568844E-02
195.5,10.1301965713501,3.5763783454895,-3.55197004973888E-02
196,10.6359558105469,3.20066165924072,-2.57315374910831E-02
196.5,11.0458059310913,2.72700524330139,-1.95995084941387E-02
197,11.3301620483398,2.19617033004761,-1.70686822384596E-02
197.5,11.4675159454346,1.6562774181366,-1.72639042139053E-02
198,11.4463491439819,1.1584837436676,-1.86640657484531E-02
198.5,11.2664928436279,0.75184977054596,-1.94760207086802E-02
199,10.9395933151245,0.477938115596771,-1.81574746966362E-02
199.5,10.4884996414185,0.36606952548027,-1.37581992894411E-02
200,9.94537448883057,0.430121779441834,-6.12250482663512E-03
200.5,9.34889316558838,0.667260587215424,4.19595744460821E-03
201,8.74096202850342,1.05847597122192,1.61250717937946E-02
201.5,8.16341686248779,1.57054507732391,2.84536052495241E-02
202,7.65509748458862,2.15898108482361,0.040167398750782
202.5,7.24941444396973,2.77170920372009,5.07258549332619E-02
203,6.97248268127441,3.35339307785034,6.02394491434097E-02
203.5,6.84189081192017,3.8502631187439,6.93750157952309E-02
204,6.86598062515259,4.21517944335938,7.90658444166183E-02
204.5,7.04360914230347,4.41223526000977,9.00440886616707E-02
205,7.36426210403442,4.42014741897583,0.102452129125595
205.5,7.80827856063843,4.23408460617065,0.115585960447788
206,8.34731578826904,3.86602926254272,0.128171175718308
206.5,8.94530773162842,3.34408092498779,0.138780802488327
207,9.5603084564209,2.71127724647522,0.146468356251717
207.5,10.1474418640137,2.02310013771057,0.151417165994644
208,10.6625957489014,1.34274613857269,0.155235156416893
208.5,11.0665197372437,0.73461902141571,0.160704240202904
209,11.3287553787231,0.257083028554916,0.17096446454525
209.5,11.4306516647339,-4.38773855566979E-02,0.18854820728302
210,11.3669004440308,-0.138802245259285,0.214541867375374
210.5,11.1454639434814,-0.016883933916688,0.248133733868599
211,10.7862224578857,0.313424199819565,0.2867291867733
211.5,10.3186225891113,0.825198411941528,0.326486945152283
212,9.77871322631836,1.47528159618378,0.363235533237457
212.5,9.2059497833252,2.20795035362244,0.393500089645386
213,8.64011001586914,2.95980596542358,0.415290325880051
213.5,8.11862945556641,3.66544151306152,0.428518384695053
214,7.67452430725098,4.26329851150513,0.4347904920578
214.5,7.33484983444214,4.70104885101318,0.436880141496658
215,7.11961984634399,4.93995761871338,0.437916815280914
215.5,7.0409779548645,4.95783853530884,0.440694272518158
216,7.10262632369995,4.75055694580078,0.447231978178024
216.5,7.29953956604004,4.33226680755615,0.458621263504028
217,7.61805391311645,3.73476672172546,0.475025802850723
217.5,8.03650951385498,3.00599408149719,0.495981872081757
218,8.52640914916992,2.20712304115295,0.520713925361633
218.5,9.05413246154785,1.4077455997467,0.548565685749054
219,9.58305644989014,0.679350256919861,0.57917195558548
219.5,10.0761098861694,8.81311595439911E-02,0.61249840259552
220,10.498610496521,-0.311616808176041,0.648546695709229
220.5,10.8212289810181,-0.482787072658539,0.687126815319061
221,11.0226554870605,-0.409139901399612,0.727438926696777
221.5,11.0915470123291,-9.70665439963341E-02,0.767958402633667
222,11.0272359848022,0.424799799919128,0.806615233421326
222.5,10.8391056060791,1.10818517208099,0.841165244579315
223,10.5448112487793,1.88985168933868,0.869709432125092
223.5,10.1678152084351,2.69790530204773,0.891189336776733
224,9.73502349853516,3.45886850357056,0.905633449554443
224.5,9.27483558654785,4.10452508926392,0.914177060127258
225,8.81568908691406,4.57780408859253,0.918782651424408
225.5,8.38498783111572,4.83743524551392,0.921908318996429
226,8.00823211669922,4.86141681671143,0.926073014736175
226.5,7.70807075500488,4.64941549301148,0.933441758155823
227,7.50326347351074,4.22379732131958,0.945492327213287
227.5,7.40747022628784,3.62858891487122,0.962599277496338
228,7.42797946929932,2.92573738098145,0.983958661556244
228.5,7.56456279754639,2.18857789039612,1.00780832767487
229,7.80877876281738,1.49338734149933,1.03189253807068
229.5,8.14405345916748,0.910353422164917,1.05414307117462
230,8.54675960540771,0.495447903871536,1.07329535484314
230.5,8.98827934265137,0.284316390752792,1.0891695022583
231,9.43778324127197,0.288867712020874,1.10261726379395
231.5,9.86503314971924,0.496767550706863,1.11506330966949
232,10.2426080703735,0.873582661151886,1.12792420387268
232.5,10.5471057891846,1.36720359325409,1.1422119140625
233,10.7595634460449,1.91429674625397,1.15844869613647
233.5,10.8657102584839,2.44842123985291,1.17671716213226
234,10.8567752838135,2.90874338150024,1.1969141960144
234.5,10.7309064865112,3.24745798110962,1.21892893314362
235,10.4946088790894,3.43466758728027,1.24272811412811
235.5,10.1632699966431,3.46050667762756,1.26836097240448
236,9.76041126251221,3.33479523658752,1.29583919048309
236.5,9.31562614440918,3.08469748497009,1.32496130466461
237,8.86178112030029,2.7509183883667,1.35515713691711
237.5,8.4319953918457,2.38272094726563,1.38544797897339
238,8.05687808990479,2.03203868865967,1.41449058055878
238.5,7.76237869262695,1.74709725379944,1.44084215164185
239,7.56828022003174,1.56614112854004,1.46341216564178
239.5,7.48727321624756,1.51223015785217,1.48174977302551
240,7.52436685562134,1.59016501903534,1.49636900424957
240.5,7.67654180526733,1.78618824481964,1.50880753993988
241,7.93270826339722,2.07070207595825,1.52126729488373
